id,date_accessed,phase,region,source_type,source_name,source_url,quote_verbatim,language,summary_cs,relates_to_rq,relates_to_hypothesis,notes
EG11-023,2026-09-04,13,US,review,"Capterra – Trackingplan, ceník na profilu",https://www.capterra.com/p/10014335/Trackingplan/,"Starting Price: $1,500/month (Enterprise); $299/month (Agencies)",en,"NOVÝ CENOVÝ BOD: agenturní tier Trackingplanu, který byl v 1. kole 'contact sales', je na Capterře uveden na 299 USD/měs = 6 877 Kč/měs. Enterprise 1 500 USD/měs = 34 500 Kč/měs. To dělá z Trackingplanu reálně dostupný nástroj pro agenturu se skupinou klientů.",RQ7,H5,"Doplnění mezery g11. Zdroj je katalog Capterra, ne ceník dodavatele – ověřit před nákupem."
EG11-024,2026-09-04,13,US,review,"Capterra – Metrics Watch (4,3/5, 3 recenze)",https://www.capterra.com/p/161025/Metrics-Watch/reviews/,it's not possible to build custom metrics yourself,en,"Metrics Watch: uváděná startovní cena na Capterře je 29 USD/měs (1. kolo uvádělo Basic 79 USD z ceníku dodavatele – rozpor, možná jiný produkt Reports vs. Alerts). Stížnosti: chybějící integrace (Shopify, Klaviyo), vlastní metriky si uživatel nepostaví sám, málo designových možností.",RQ7,H5,"Doplnění mezery g11. ROZPOR v ceně vůči 1. kolu – zapsáno jako rozpor, ne oprava."
EG11-025,2026-09-04,13,US,review,"Capterra – wetracked.io (5,0/5, 206 recenzí)",https://www.capterra.com/p/10028367/wetracked-io/reviews/,Inaccurate tracking and integration without all possible events in an e-commerce operation ... The dashboards and historical data feel a little limited ... The reconnection process after switching accounts was confusing,en,"NOVÝ NÁSTROJ, který 1. kolo minulo: wetracked.io – server-side tracking pro Shopify/WooCommerce a další checkouty, 206 recenzí s hodnocením 5,0/5. Důvod nákupu: nepřesné měření a chybějící eventy. Stížnosti: omezená historická data a matoucí re-connect po změně účtu (tj. znovu F2/E6 práce).",RQ5;RQ7,H2;H5,"Doplnění mezery g11, bod 3 (nové nástroje)."
EG11-026,2026-09-04,13,US,website,wetracked.io – Pricing,https://wetracked.io/pricing,"If your ROAS doesn't increase with 20%, you will get your money back, no questions asked.",en,"wetracked.io: 49 / 149 / 249 USD/měs (do 500 / 3 000 / 7 500 objednávek, 3 / 5 / 10 obchodů). Platformy: Shopify, WooCommerce, Funnelish, Checkify, CheckoutChamp a další; kanály Meta, TikTok, X, Pinterest, Snapchat, Google Ads. Ceník NEZMIŇUJE monitoring ani alerty – prodává se na přesnosti a ROAS garanci, ne na hlídání.",RQ7,H5,Doplnění mezery g11. Kurz 1 USD = 23 Kč.
EG11-027,2026-09-04,13,EU,website,"Alexis Vantal – Server-Side GTM Cost in 2026: Cloud Run, Stape, Addingwell",https://alexisvantal.com/articles/server-side-gtm-cost/,"The $45/month covers a single instance (1 vCPU, 0.5 GB) ... your realistic floor is not $45 but closer to $90/month, before a single traffic spike.",en,"Reálná spodní hranice vlastního sGTM na Cloud Run je cca 90 USD/měs (2 070 Kč), ne 45 USD – Google doporučuje minimálně dvě instance kvůli odolnosti. K tomu Cloud Logging, load balancer a čas inženýra. Managed hosting: Stape Pro 17 USD (200 USD/rok), Business 83 USD (1 000 USD/rok), Enterprise 167 USD; Addingwell 90–1 190 EUR podle objemu.",RQ7,H5,"Doplnění mezery g11, bod 5 (infra_cost). Kurz 1 USD = 23 Kč, 1 EUR = 25 Kč."
EG11-028,2026-09-04,13,EU,website,Analyzify – Stape vs Google Cloud Run pricing (Shopify GTM server costs),https://analyzify.com/hub/google-cloud-run-vs-stape-pricing,"your bill changes with every spike in traffic or heavier script load ... As long as the monthly traffic stays within the included 20 million requests, there are no surprise charges or spikes.",en,"Náklad na 10 000 page_view requestů: Cloud Run 0,25 EUR vs. Stape Enterprise 0,083 EUR – tj. optimalizovaný managed hosting vychází ~3x levněji na request než vlastní Cloud Run, a hlavně predikovatelně. 'Surprise charges' u Cloud Run jsou explicitně pojmenovaný pain.",RQ7,H5,"Doplnění mezery g11, bod 5 (infra_cost). Zdroj je vendor blog (Analyzify) – čísla brát jako indikaci."
EG11-029,2026-09-04,13,US,review,"Capterra – Analyzify (5,0/5, 14 recenzí)",https://www.capterra.com/p/254140/Analyzify/,"It is quite expensive but my time is worth more ... Bit costly now. When we purchased it, price was affordable ... The team at Analyzify went above and beyond setting up GA4",en,"Analyzify (Shopify GA4/GTM setup + audit + validace) se prodává za 749 USD jednorázově (17 227 Kč). Recenzenti cenu vnímají jako vysokou, ale ospravedlněnou ušetřeným časem – a chválí LIDSKÝ tým, ne software. Další doklad, že se v tomto segmentu prodává člověk zabalený do produktu.",RQ2;RQ7,H5,Doplnění mezery g11. Kurz 1 USD = 23 Kč.
EG11-030,2026-09-04,13,US,review,"Capterra – Fivetran (4,4/5, 25 recenzí)",https://www.capterra.com/p/170147/Fivetran/reviews/,"Minimal visibility into what's happening behind the scenes (Niharika A.) ... Would be great to have more detailed logging, when there is an issue it is sometimes hard to diagnose ... Occasional delays do occur and there's sometimes no real good explanation for it",en,"I u nejlépe hodnoceného ELT nástroje si uživatelé stěžují, že nevidí dovnitř: chybí detailní logy a diagnostika problému je těžká. Notifikace tedy řekne 'selhalo to', ale zjistit PROČ je lidská práce. Dále: náklad podle MAR roste rychle a chybí rozpad ceny.",RQ5;RQ7,H5,Doplnění mezery g11 – kolik lidské práce přidává E6.
EG11-031,2026-09-04,13,EU,review,"Capterra – Coupler.io (4,9/5, 111 recenzí)",https://www.capterra.com/p/202311/Coupler-io/reviews/,"It lacks the ability to detect already imported rows for database destinations, which can lead to duplicates ... It can really get pricey when adding multiple data connections ... Set it and forget it approach",en,"Coupler.io: uživatelé kupují 'set it and forget it', ale nástroj sám nedetekuje už importované řádky u databázových cílů a vytváří duplicity. Kombinace 'zapomeň na to' + tichá duplicita dat je přesně mechanismus tichého rozbití reportingu. V recenzích se nevyskytuje ani jedna zmínka o notifikaci na selhání importu.",RQ5;RQ7,H2;H5,"Doplnění mezery g11. Podporuje zjištění, že levné konektory nehlídají kvalitu dat."
EG11-032,2026-09-04,13,US,review,"Capterra – Stape / Global Server GTM Hosting (5,0/5, 7 recenzí)",https://www.capterra.com/p/10028692/Global-Server-GTM-Hosting/,The biggest benefit for me is the time saving...no more server management ... The support could be quicker with responses for agencies ... The free plan's limit is a bit tight for small ad spenders just starting out,en,"Potvrzeno z Capterry: Stape se kupuje kvůli úspoře času (žádná správa serveru), stěžuje se na rychlost supportu pro agentury a na to, že analytika/monitoring je až od tieru Business. Startovní cena 17 USD/měs.",RQ7,H5,Doplnění mezery g11 – ověření citátů z 1. kola u zdroje.
EG11-033,2026-09-04,13,EU,website,consentmanager – Compliance Monitor,https://www.consentmanager.net/en/compliance-monitor/,"Compliance Monitor detects new cookies, vendors, scripts, and data flows across your websites, then shows what changed, what may require attention, and how to address it. ... Configure notifications by email, Slack, or Teams. Set frequency (immediate, daily, weekly, monthly)",en,"NOVÁ KATEGORIE, kterou 1. kolo minulo: průběžný consent/compliance monitoring uvnitř CMP. Detekuje NOVÉ tagy, pluginy a skripty na webu (tj. i zásah vývojáře nebo jiné agentury do GTM) a hlásí to e-mailem, do Slacku nebo Teams. Frekvence crawlu: 3/den (Starter), 10/den (Essential), až 300/den (Enterprise).",RQ5;RQ7,H5,"Doplnění mezery g11, bod 3. POZOR na rozpor: tato stránka tvrdí 'included in all consentmanager plans', ceník uvádí Compliance Monitor jako samostatný produkt."
EG11-034,2026-09-04,13,EU,website,consentmodehq.com – Consent Mode in 2026: Why Deploying a CMP Is No Longer Enough Without Active Monitoring,https://consentmodehq.com/consent-mode-in-2026-why-deploying-a-cmp-is-no-longer-enough-without-active-monitoring/,"Consent signals arrive too late for initial page loads ... Tags fire before the CMP finishes initializing ... Default consent states are misconfigured ... Legacy scripts bypass the consent layer entirely ... without active verification, teams often assume their implementation is working correctly while shipping broken consent signaling to production",en,"Čtyři konkrétní režimy tichého selhání consent mode: pozdní consent signál, tag před inicializací CMP, špatné výchozí stavy, staré skripty mimo consent vrstvu. Žádný z nich není vidět v GA4 reportu. Dopad: nižší přiřazené konverze a horší automatizované bidování.",RQ7,H2,"Doplnění mezery g11, bod 3. Consent je podle 1. kola nejčastější spouštěč (17 %) – tady je mechanismus."
EG11-035,2026-09-04,13,EU,website,Trackingplan – Reliable GA4 Monitoring and Anomaly Detection: A Complete Guide for 2026,https://webflow.trackingplan.com/guides/reliable-ga4-monitoring-and-anomaly-detection-a-complete-guide-for-2026,"By the time you spot a problem in your reports, corrupted data has already been collected. ... a misconfigured ecommerce purchase event might fire with missing transaction values for weeks before anyone notices the revenue reporting gap ... GA4 includes automated insights that surface unusual patterns, but coverage is limited and alerting is basic",en,"Vendor guide 2026 potvrzuje závěr 1. kola i jeho limit: nativní GA4 insights jsou 'basic' a mají omezené pokrytí; anomálie potřebují 24–48 h baseline dat, doporučený práh 2 směrodatné odchylky. Doporučená vrstva navíc: cross-platform verifikace proti platební bráně, server logům a CRM – tedy přesně to, co bez BigQuery nejde automatizovat.",RQ7,H1;H2,"Doplnění mezery g11, bod 3."
EG11-036,2026-09-04,13,US,review,"Product Hunt – GA4 Auditor (4,8/5, 4 recenze)",https://www.producthunt.com/products/ga4-auditor/reviews,spotted that my GA4 tag is duplicate which explains why some of my metrics seemed off ... a few red herrings,en,"Recenze auditního nástroje ukazují obojí: (a) proč se kupuje – najde duplicitní GA4 tag, který vysvětlí divná čísla; (b) na co si stěžují – audit obsahuje 'a few red herrings', tj. falešné nálezy, které musí někdo odfiltrovat. Přesně to je tool_noise.",RQ7,H5,"Doplnění mezery g11, bod 2 a 5."
EG11-037,2026-09-04,13,US,website,OneTrust – Introducing Compliance Assistant (4. 11. 2025),https://www.onetrust.com/blog/introducing-compliance-assistant-continuous-website-risk-monitoring-within-your-cmp/,"Continuously monitors your websites behavior for regulatory risk ... banner behavior, cookie logic, and consent signal enforcement ... Daily scans with 12 months of retained results for audit readiness ... unauthorized tracking, dark patterns and broken consent signals",en,"OneTrust spustil 4. 11. 2025 Compliance Assistant: denní scan webu, kontrola Google Consent Mode, GPC a IAB TCF/GPP, compliance skóre s prioritizovaným seznamem oprav, retence 12 měsíců. Cena neuvedena. Potvrzuje, že consent monitoring se v 2025/2026 stal samostatnou produktovou kategorií uvnitř CMP.",RQ5;RQ7,H5,"Doplnění mezery g11, bod 3. Nová kategorie, kterou 1. kolo nezachytilo."
EG11-038,2026-09-04,13,EU,website,Track-Guard – GA4 monitoring (nový nástroj 2026),https://track-guard.com/,"Flags anomalies in minutes, not weeks. ... Catches it instantly when purchase or lead events stop firing after a release ... broken consent_state, missing ad_user_data, region mismatches ... Email, in-app, per-rule cooldowns, role-based routing",en,"NOVÝ NÁSTROJ 2026, který 1. kolo minulo: Track-Guard, 19 USD/měs za GA4 property a modul (437 Kč). Hlídá reálné GA4 eventy z produkce, povinné parametry (transaction_id, value, currency), Consent Mode v2 na reálných sessions, Ads konverze, Merchant Center feed, Search Console. Alert obsahuje pravděpodobnou příčinu a srovnání před/po. Kanály: e-mail a in-app, s cooldownem na pravidlo (= vestavěná obrana proti falešným poplachům).",RQ5;RQ7,H1;H5,"Doplnění mezery g11, bod 3. Nejlevnější nalezený nástroj s validací parametrů eventů BEZ BigQuery – posouvá dolní hranici nástrojového stacku."
